Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Price
Alliance Air,2024-09-07,Varanasi,Nagpur,VAR-NAG,04:20,06:05,01:45:00 AM,non-stop,7950
GoAir,2023-01-07,Ahmedabad,Guwahati,AHM-KOL-GUW,22:49,08:04,09:15:00 AM,1 stop,10445
AirAsia India,2022-03-28,Goa,Hyderabad,GOA-DEL-HYD,19:14,08:38,01:24:00 PM,1 stop,9754
AirAsia India,2023-09-05,Kolkata,Lucknow,KOL-GUW-BHU-BAN-LUC,22:02,06:28,08:26:00 AM,3 stops,5963
TruJet,2023-09-26,Goa,Surat,GOA-BHU-SUR,01:02,05:24,04:22:00 AM,1 stop,8652
Vistara,2025-09-22,Delhi,Ahmedabad,DEL-NAG-PAT-KOL-AHM,14:15,17:21,03:06:00 AM,3 stops,16207
SpiceJet,2024-08-05,Guwahati,Chennai,GUW-RAI-IND-CHE,13:28,09:26,07:58:00 PM,2 stops,10019
Star Air,2024-01-13,Ahmedabad,Bangalore,AHM-BAN,16:52,12:44,07:52:00 PM,non-stop,7594
TruJet,2024-07-18,Nagpur,Indore,NAG-GUW-GOA-IND,10:12,20:41,10:29:00 AM,2 stops,14637
Akasa Air,2025-02-06,Patna,Chennai,PAT-RAI-DEL-CHE,17:21,08:37,03:16:00 PM,2 stops,9243
Akasa Air,2019-06-05,Nagpur,Varanasi,NAG-BHU-HYD-PAT-VAR,03:31,02:55,11:24:00 PM,3 stops,11710
Air India,2023-07-19,Ahmedabad,Indore,AHM-IND,16:16,11:30,07:14:00 PM,non-stop,6041
Air India,2019-01-15,Chennai,Bangalore,CHE-DEL-BAN,11:36,06:55,07:19:00 PM,1 stop,10919
TruJet,2020-02-21,Surat,Lucknow,SUR-LUC,22:50,10:59,12:09:00 PM,non-stop,4500
IndiGo,2020-10-03,Pune,Nagpur,PUN-AHM-CHE-VAR-NAG,12:59,18:13,05:14:00 AM,3 stops,11205
Air India,2022-01-04,Jaipur,Pune,JAI-RAI-PUN,06:54,19:56,01:02:00 PM,1 stop,9569
AirAsia India,2024-03-08,Indore,Mumbai,IND-LUC-MUM,21:23,00:39,03:16:00 AM,1 stop,4285
Star Air,2023-07-03,Kolkata,Patna,KOL-LUC-PAT,11:15,12:50,01:35:00 AM,1 stop,6384
Star Air,2024-10-05,Delhi,Bhubaneswar,DEL-HYD-GOA-BHU,15:13,00:24,09:11:00 AM,2 stops,11992
Alliance Air,2020-03-10,Raipur,Delhi,RAI-GOA-BHU-VAR-DEL,05:27,01:51,08:24:00 PM,3 stops,11834
Akasa Air,2020-03-03,Bhubaneswar,Pune,BHU-HYD-NAG-JAI-PUN,01:25,23:44,10:19:00 PM,3 stops,7931
IndiGo,2023-11-09,Cochin,Bhubaneswar,COC-DEL-BHU,05:42,03:51,10:09:00 PM,1 stop,10923
TruJet,2020-05-23,Chennai,Varanasi,CHE-VAR,02:14,02:48,12:34:00 AM,non-stop,8787
AirAsia India,2024-10-11,Chennai,Goa,CHE-GUW-GOA,00:57,03:48,02:51:00 AM,1 stop,5823
Vistara,2019-05-22,Hyderabad,Delhi,HYD-AHM-RAI-DEL,19:26,20:47,01:21:00 AM,2 stops,14328
AirAsia India,2024-07-20,Kolkata,Jaipur,KOL-GUW-DEL-JAI,12:08,13:28,01:20:00 AM,2 stops,7106
TruJet,2019-08-13,Bangalore,Delhi,BAN-GOA-LUC-COC-DEL,14:06,03:58,01:52:00 PM,3 stops,7759
Akasa Air,2020-05-07,Varanasi,Patna,VAR-SUR-BHU-PAT,15:47,22:12,06:25:00 AM,2 stops,13968
Air India,2025-09-01,Bangalore,Bhubaneswar,BAN-JAI-BHU,07:39,20:30,12:51:00 PM,1 stop,10007
Akasa Air,2021-11-17,Cochin,Pune,COC-PUN,16:56,16:42,11:46:00 PM,non-stop,5364
GoAir,2025-08-11,Bhubaneswar,Kolkata,BHU-KOL,09:33,20:12,10:39:00 AM,non-stop,9057
Vistara,2025-01-04,Kolkata,Varanasi,KOL-PUN-PAT-VAR,10:24,04:03,05:39:00 PM,2 stops,13128
IndiGo,2022-12-10,Varanasi,Nagpur,VAR-BAN-DEL-NAG,17:34,09:23,03:49:00 PM,2 stops,7015
Air India,2021-06-10,Ahmedabad,Patna,AHM-MUM-RAI-PAT,13:58,23:50,09:52:00 AM,2 stops,6027
IndiGo,2022-12-07,Surat,Raipur,SUR-RAI,04:48,12:48,08:00:00 AM,non-stop,6406
Air India,2021-11-19,Jaipur,Bhubaneswar,JAI-MUM-BHU,23:05,01:18,02:13:00 AM,1 stop,6831
AirAsia India,2023-02-24,Lucknow,Kolkata,LUC-KOL,13:59,00:41,10:42:00 AM,non-stop,5199
IndiGo,2022-05-23,Goa,Lucknow,GOA-VAR-CHE-LUC,16:37,07:43,03:06:00 PM,2 stops,6972
Star Air,2019-02-24,Varanasi,Kolkata,VAR-PUN-BHU-KOL,18:38,17:32,10:54:00 PM,2 stops,14698
Air India,2024-01-16,Kolkata,Goa,KOL-AHM-CHE-GOA,19:49,19:00,11:11:00 PM,2 stops,5906
Star Air,2023-10-17,Cochin,Goa,COC-GUW-BHU-SUR-GOA,07:22,05:27,10:05:00 PM,3 stops,10421
Alliance Air,2025-10-09,Jaipur,Lucknow,JAI-BHU-LUC,13:21,19:44,06:23:00 AM,1 stop,3763
Star Air,2022-05-04,Surat,Delhi,SUR-PUN-RAI-JAI-DEL,04:39,16:36,11:57:00 AM,3 stops,14831
GoAir,2020-10-16,Jaipur,Varanasi,JAI-SUR-VAR,06:51,07:33,12:42:00 AM,1 stop,10166
GoAir,2023-07-18,Kolkata,Chennai,KOL-PAT-CHE,21:23,23:20,01:57:00 AM,1 stop,9460
Alliance Air,2021-05-28,Raipur,Jaipur,RAI-AHM-BAN-JAI,05:17,20:06,02:49:00 PM,2 stops,10232
Alliance Air,2024-12-25,Lucknow,Guwahati,LUC-BHU-GOA-COC-GUW,12:12,13:02,12:50:00 AM,3 stops,12820
GoAir,2020-10-04,Nagpur,Surat,NAG-SUR,11:02,09:16,10:14:00 PM,non-stop,7689
TruJet,2022-12-01,Cochin,Guwahati,COC-LUC-PAT-NAG-GUW,04:25,00:38,08:13:00 PM,3 stops,14766
Akasa Air,2019-10-25,Guwahati,Goa,GUW-BHU-MUM-KOL-GOA,23:35,16:24,04:49:00 PM,3 stops,13829
SpiceJet,2023-07-15,Nagpur,Guwahati,NAG-PUN-GUW,11:21,00:48,01:27:00 PM,1 stop,7793
Akasa Air,2021-09-14,Bangalore,Pune,BAN-BHU-PUN,14:51,01:15,10:24:00 AM,1 stop,7159
Alliance Air,2025-01-26,Hyderabad,Varanasi,HYD-MUM-PAT-VAR,01:48,14:22,12:34:00 PM,2 stops,6186
TruJet,2019-01-26,Kolkata,Bhubaneswar,KOL-DEL-BHU,10:28,13:51,03:23:00 AM,1 stop,4294
AirAsia India,2019-06-08,Jaipur,Nagpur,JAI-DEL-AHM-NAG,04:52,19:04,02:12:00 PM,2 stops,5948
SpiceJet,2019-09-15,Bangalore,Mumbai,BAN-RAI-MUM,22:26,03:56,05:30:00 AM,1 stop,13141
Air India,2022-09-09,Jaipur,Varanasi,JAI-PUN-VAR,04:26,11:17,06:51:00 AM,1 stop,11875
Akasa Air,2021-07-01,Guwahati,Raipur,GUW-PAT-LUC-RAI,06:27,22:09,03:42:00 PM,2 stops,12454
Alliance Air,2021-11-16,Pune,Patna,PUN-JAI-PAT,13:24,22:57,09:33:00 AM,1 stop,11677
Air India,2020-02-01,Jaipur,Lucknow,JAI-AHM-NAG-GOA-LUC,05:08,08:58,03:50:00 AM,3 stops,8999
TruJet,2023-02-12,Cochin,Guwahati,COC-DEL-GUW,22:00,22:52,12:52:00 AM,1 stop,8379
IndiGo,2020-10-23,Ahmedabad,Chennai,AHM-SUR-JAI-RAI-CHE,02:21,05:27,03:06:00 AM,3 stops,8680
TruJet,2019-06-19,Hyderabad,Bhubaneswar,HYD-RAI-BHU,23:57,18:24,06:27:00 PM,1 stop,9503
Akasa Air,2023-08-23,Delhi,Surat,DEL-CHE-SUR,04:54,02:34,09:40:00 PM,1 stop,6563
Akasa Air,2021-03-25,Ahmedabad,Mumbai,AHM-MUM,19:33,18:31,10:58:00 PM,non-stop,9934
TruJet,2021-12-17,Hyderabad,Delhi,HYD-KOL-DEL,22:25,13:31,03:06:00 PM,1 stop,11847
Air India,2024-07-14,Pune,Kolkata,PUN-GOA-KOL,01:16,17:51,04:35:00 PM,1 stop,11383
IndiGo,2024-05-07,Indore,Jaipur,IND-PAT-BAN-JAI,23:52,13:38,01:46:00 PM,2 stops,11882
Star Air,2021-11-20,Goa,Guwahati,GOA-SUR-VAR-CHE-GUW,07:59,10:08,02:09:00 AM,3 stops,13266
Air India,2020-10-11,Chennai,Jaipur,CHE-LUC-JAI,02:06,18:56,04:50:00 PM,1 stop,7386
GoAir,2023-02-13,Bhubaneswar,Kolkata,BHU-KOL,05:53,10:45,04:52:00 AM,non-stop,11735
Akasa Air,2019-11-17,Lucknow,Jaipur,LUC-VAR-GUW-JAI,09:53,03:25,05:32:00 PM,2 stops,10788
SpiceJet,2023-06-24,Delhi,Surat,DEL-KOL-PUN-SUR,06:20,10:04,03:44:00 AM,2 stops,9744
Akasa Air,2021-07-21,Raipur,Chennai,RAI-DEL-GOA-GUW-CHE,23:27,06:01,06:34:00 AM,3 stops,8924
Alliance Air,2020-01-03,Pune,Surat,PUN-KOL-BAN-GUW-SUR,05:14,05:31,12:17:00 AM,3 stops,10446
TruJet,2024-02-25,Chennai,Varanasi,CHE-AHM-BAN-JAI-VAR,21:58,04:47,06:49:00 AM,3 stops,13873
Vistara,2020-04-15,Guwahati,Chennai,GUW-BHU-CHE,02:04,10:29,08:25:00 AM,1 stop,10597
IndiGo,2023-05-04,Pune,Chennai,PUN-CHE,13:14,23:03,09:49:00 AM,non-stop,5429
SpiceJet,2024-10-16,Chennai,Kolkata,CHE-VAR-KOL,17:31,14:05,08:34:00 PM,1 stop,4775
Alliance Air,2020-11-09,Raipur,Guwahati,RAI-JAI-SUR-CHE-GUW,07:18,14:07,06:49:00 AM,3 stops,8833
AirAsia India,2020-04-09,Hyderabad,Kolkata,HYD-BAN-PAT-JAI-KOL,07:24,10:05,02:41:00 AM,3 stops,15937
AirAsia India,2023-02-05,Hyderabad,Indore,HYD-JAI-MUM-KOL-IND,11:21,06:34,07:13:00 PM,3 stops,12637
Alliance Air,2024-02-14,Cochin,Goa,COC-DEL-GOA,10:59,19:41,08:42:00 AM,1 stop,4089
AirAsia India,2024-03-07,Hyderabad,Goa,HYD-COC-LUC-GOA,18:14,19:57,01:43:00 AM,2 stops,7037
Alliance Air,2021-10-06,Bangalore,Chennai,BAN-CHE,13:24,14:22,12:58:00 AM,non-stop,10436
Star Air,2023-10-19,Varanasi,Cochin,VAR-COC,08:19,13:03,04:44:00 AM,non-stop,7498
Alliance Air,2019-11-18,Bhubaneswar,Jaipur,BHU-RAI-JAI,18:02,12:22,06:20:00 PM,1 stop,5703
Akasa Air,2020-09-02,Nagpur,Hyderabad,NAG-PAT-KOL-AHM-HYD,22:33,18:49,08:16:00 PM,3 stops,6996
TruJet,2024-11-09,Pune,Delhi,PUN-BAN-DEL,18:39,13:54,07:15:00 PM,1 stop,13842
Star Air,2019-07-04,Guwahati,Kolkata,GUW-MUM-KOL,02:30,13:22,10:52:00 AM,1 stop,11367
Air India,2021-12-07,Chennai,Guwahati,CHE-BHU-NAG-GUW,09:40,11:42,02:02:00 AM,2 stops,10489
Alliance Air,2025-07-11,Mumbai,Delhi,MUM-DEL,05:53,17:45,11:52:00 AM,non-stop,8548
SpiceJet,2019-04-23,Mumbai,Indore,MUM-BHU-BAN-IND,05:14,07:02,01:48:00 AM,2 stops,13447
Air India,2024-01-23,Guwahati,Varanasi,GUW-COC-GOA-VAR,02:55,09:53,06:58:00 AM,2 stops,10690
AirAsia India,2019-08-07,Cochin,Hyderabad,COC-LUC-HYD,11:48,14:11,02:23:00 AM,1 stop,10077
Star Air,2023-02-14,Varanasi,Patna,VAR-PAT,17:22,17:29,12:07:00 AM,non-stop,6979
Alliance Air,2024-04-21,Pune,Varanasi,PUN-GUW-VAR,14:10,23:43,09:33:00 AM,1 stop,9114
AirAsia India,2020-11-01,Goa,Bhubaneswar,GOA-SUR-BHU,18:38,05:09,10:31:00 AM,1 stop,12012
Star Air,2022-06-23,Bangalore,Surat,BAN-PUN-GOA-SUR,01:02,15:28,02:26:00 PM,2 stops,8885
GoAir,2019-05-18,Jaipur,Guwahati,JAI-BHU-RAI-PAT-GUW,06:50,07:26,12:36:00 AM,3 stops,15014
Star Air,2021-04-06,Kolkata,Patna,KOL-VAR-PAT,20:23,20:36,12:13:00 AM,1 stop,10565
SpiceJet,2020-05-15,Pune,Hyderabad,PUN-KOL-HYD,05:49,05:42,11:53:00 PM,1 stop,10748
Air India,2019-11-16,Lucknow,Bhubaneswar,LUC-RAI-BHU,17:53,21:52,03:59:00 AM,1 stop,10115
IndiGo,2021-03-19,Raipur,Surat,RAI-SUR,02:59,22:31,07:32:00 PM,non-stop,7530
Star Air,2023-08-10,Surat,Goa,SUR-GOA,10:33,23:52,01:19:00 PM,non-stop,6777
SpiceJet,2023-06-05,Bangalore,Kolkata,BAN-KOL,01:19,16:12,02:53:00 PM,non-stop,10752
Akasa Air,2022-11-11,Bangalore,Nagpur,BAN-COC-BHU-NAG,19:47,21:43,01:56:00 AM,2 stops,10165
Star Air,2021-12-02,Jaipur,Lucknow,JAI-BAN-PAT-DEL-LUC,10:05,15:06,05:01:00 AM,3 stops,13587
SpiceJet,2022-01-24,Kolkata,Ahmedabad,KOL-AHM,17:50,06:17,12:27:00 PM,non-stop,10463
TruJet,2024-06-12,Pune,Chennai,PUN-SUR-NAG-AHM-CHE,18:30,20:44,02:14:00 AM,3 stops,13834
Akasa Air,2025-11-06,Kolkata,Lucknow,KOL-LUC,10:38,08:02,09:24:00 PM,non-stop,10531
Star Air,2021-05-24,Kolkata,Cochin,KOL-BAN-COC,17:52,21:45,03:53:00 AM,1 stop,6954
SpiceJet,2020-03-10,Guwahati,Lucknow,GUW-PUN-LUC,19:12,18:46,11:34:00 PM,1 stop,12526
Akasa Air,2024-08-02,Chennai,Hyderabad,CHE-BHU-PAT-COC-HYD,07:40,11:33,03:53:00 AM,3 stops,16061
Alliance Air,2024-08-16,Raipur,Bhubaneswar,RAI-HYD-BHU,22:35,03:11,04:36:00 AM,1 stop,7641
IndiGo,2022-12-02,Mumbai,Indore,MUM-IND,03:35,16:44,01:09:00 PM,non-stop,7025
Air India,2025-07-08,Ahmedabad,Varanasi,AHM-VAR,10:44,17:22,06:38:00 AM,non-stop,4626
Akasa Air,2019-09-13,Jaipur,Varanasi,JAI-COC-GOA-PUN-VAR,19:56,08:25,12:29:00 PM,3 stops,15449
Akasa Air,2022-04-04,Bangalore,Goa,BAN-NAG-IND-GOA,23:17,03:04,03:47:00 AM,2 stops,12212
Akasa Air,2020-08-20,Goa,Bangalore,GOA-BAN,06:11,13:22,07:11:00 AM,non-stop,5655
GoAir,2025-01-12,Bhubaneswar,Bangalore,BHU-VAR-BAN,23:27,20:44,09:17:00 PM,1 stop,7938
Air India,2024-04-13,Delhi,Cochin,DEL-NAG-IND-HYD-COC,04:11,01:05,08:54:00 PM,3 stops,14910
SpiceJet,2019-10-07,Patna,Lucknow,PAT-NAG-PUN-LUC,01:04,05:31,04:27:00 AM,2 stops,12618
TruJet,2019-06-13,Varanasi,Guwahati,VAR-LUC-GUW,10:20,11:10,12:50:00 AM,1 stop,11944
SpiceJet,2024-01-22,Lucknow,Bangalore,LUC-SUR-NAG-GUW-BAN,03:48,20:29,04:41:00 PM,3 stops,11194
Vistara,2021-04-08,Bangalore,Delhi,BAN-DEL,04:52,20:42,03:50:00 PM,non-stop,10881
AirAsia India,2022-10-26,Varanasi,Ahmedabad,VAR-RAI-PUN-AHM,18:35,16:36,10:01:00 PM,2 stops,10038
Air India,2020-09-24,Lucknow,Pune,LUC-NAG-SUR-PUN,00:58,19:36,06:38:00 PM,2 stops,12209
Akasa Air,2021-07-06,Kolkata,Mumbai,KOL-JAI-CHE-IND-MUM,23:32,18:56,07:24:00 PM,3 stops,15350
SpiceJet,2019-10-07,Guwahati,Patna,GUW-PAT,22:37,18:11,07:34:00 PM,non-stop,6173
GoAir,2025-04-03,Bangalore,Varanasi,BAN-VAR,20:55,15:52,06:57:00 PM,non-stop,2870
Air India,2024-11-16,Indore,Pune,IND-GUW-CHE-GOA-PUN,01:00,18:34,05:34:00 PM,3 stops,15998
Air India,2024-04-07,Raipur,Kolkata,RAI-KOL,13:21,04:54,03:33:00 PM,non-stop,11639
GoAir,2021-07-18,Varanasi,Lucknow,VAR-LUC,08:44,07:30,10:46:00 PM,non-stop,7486
IndiGo,2020-09-03,Bhubaneswar,Jaipur,BHU-JAI,16:13,17:11,12:58:00 AM,non-stop,10166
TruJet,2023-03-19,Cochin,Delhi,COC-SUR-MUM-GUW-DEL,10:40,15:40,05:00:00 AM,3 stops,9831
AirAsia India,2025-09-01,Cochin,Lucknow,COC-PAT-LUC,05:51,09:55,04:04:00 AM,1 stop,3642
Star Air,2020-03-26,Bangalore,Pune,BAN-PUN,19:59,08:49,12:50:00 PM,non-stop,9391
TruJet,2022-03-18,Goa,Kolkata,GOA-MUM-COC-KOL,10:31,16:12,05:41:00 AM,2 stops,14081
Star Air,2022-06-20,Ahmedabad,Guwahati,AHM-PUN-BAN-GUW,09:38,06:16,08:38:00 PM,2 stops,15542
Alliance Air,2022-04-22,Chennai,Kolkata,CHE-IND-MUM-GOA-KOL,13:22,02:14,12:52:00 PM,3 stops,15689
IndiGo,2021-09-08,Patna,Guwahati,PAT-JAI-GUW,22:18,11:14,12:56:00 PM,1 stop,3758
SpiceJet,2021-10-03,Lucknow,Kolkata,LUC-DEL-KOL,10:33,21:13,10:40:00 AM,1 stop,11025
IndiGo,2025-05-05,Indore,Hyderabad,IND-HYD,18:15,03:15,09:00:00 AM,non-stop,6440
TruJet,2019-07-10,Ahmedabad,Indore,AHM-LUC-RAI-IND,14:10,10:39,08:29:00 PM,2 stops,15098
Akasa Air,2025-10-12,Delhi,Patna,DEL-JAI-PAT,20:09,15:21,07:12:00 PM,1 stop,5911
GoAir,2019-11-07,Jaipur,Bangalore,JAI-BAN,14:28,23:40,09:12:00 AM,non-stop,11516
TruJet,2021-06-15,Guwahati,Jaipur,GUW-SUR-BAN-GOA-JAI,12:57,12:08,11:11:00 PM,3 stops,8029
IndiGo,2021-10-01,Lucknow,Ahmedabad,LUC-HYD-CHE-AHM,09:55,04:03,06:08:00 PM,2 stops,8428
GoAir,2022-05-14,Nagpur,Raipur,NAG-RAI,06:39,21:03,02:24:00 PM,non-stop,2583
Star Air,2023-06-15,Bhubaneswar,Kolkata,BHU-GUW-MUM-COC-KOL,01:12,23:21,10:09:00 PM,3 stops,12520
Alliance Air,2019-02-07,Jaipur,Lucknow,JAI-PAT-NAG-KOL-LUC,02:46,17:53,03:07:00 PM,3 stops,13974
Akasa Air,2021-04-11,Jaipur,Guwahati,JAI-KOL-GUW,08:48,18:56,10:08:00 AM,1 stop,4685
Star Air,2022-08-11,Nagpur,Mumbai,NAG-HYD-KOL-PAT-MUM,12:06,03:45,03:39:00 PM,3 stops,8006
Star Air,2025-07-03,Ahmedabad,Mumbai,AHM-MUM,14:10,22:08,07:58:00 AM,non-stop,6019
SpiceJet,2024-04-16,Jaipur,Kolkata,JAI-VAR-KOL,10:01,14:47,04:46:00 AM,1 stop,11701
Air India,2023-05-15,Mumbai,Cochin,MUM-COC,13:29,00:05,10:36:00 AM,non-stop,2651
AirAsia India,2022-05-26,Guwahati,Hyderabad,GUW-RAI-COC-HYD,10:27,08:28,10:01:00 PM,2 stops,10662
SpiceJet,2022-04-16,Kolkata,Delhi,KOL-PAT-RAI-LUC-DEL,06:14,06:42,12:28:00 AM,3 stops,16205
Air India,2019-12-23,Bangalore,Surat,BAN-IND-MUM-SUR,17:55,12:40,06:45:00 PM,2 stops,12921
GoAir,2020-01-19,Guwahati,Varanasi,GUW-SUR-AHM-RAI-VAR,00:01,09:36,09:35:00 AM,3 stops,7162
AirAsia India,2021-12-05,Bhubaneswar,Guwahati,BHU-SUR-GUW,06:54,13:01,06:07:00 AM,1 stop,9801
IndiGo,2024-01-18,Jaipur,Lucknow,JAI-BHU-HYD-LUC,16:35,11:01,06:26:00 PM,2 stops,12657
Vistara,2022-05-03,Chennai,Cochin,CHE-BAN-DEL-BHU-COC,17:10,18:32,01:22:00 AM,3 stops,9732
SpiceJet,2023-08-02,Kolkata,Indore,KOL-IND,03:19,17:20,02:01:00 PM,non-stop,6590
TruJet,2023-01-21,Bangalore,Indore,BAN-PAT-PUN-IND,08:44,00:14,03:30:00 PM,2 stops,12631
IndiGo,2023-11-21,Surat,Patna,SUR-GUW-GOA-MUM-PAT,10:49,19:49,09:00:00 AM,3 stops,6490
AirAsia India,2019-03-07,Varanasi,Indore,VAR-IND,06:01,18:54,12:53:00 PM,non-stop,8924
Alliance Air,2024-02-18,Chennai,Ahmedabad,CHE-AHM,16:05,02:42,10:37:00 AM,non-stop,3907
Star Air,2021-12-16,Delhi,Pune,DEL-BAN-AHM-PUN,18:23,16:15,09:52:00 PM,2 stops,14219
Star Air,2020-05-27,Delhi,Ahmedabad,DEL-COC-AHM,18:10,05:44,11:34:00 AM,1 stop,11999
SpiceJet,2021-02-04,Lucknow,Jaipur,LUC-DEL-RAI-SUR-JAI,03:17,05:38,02:21:00 AM,3 stops,13909
Alliance Air,2021-02-04,Nagpur,Jaipur,NAG-JAI,21:40,01:08,03:28:00 AM,non-stop,3768
Star Air,2019-05-04,Chennai,Indore,CHE-HYD-MUM-PAT-IND,23:14,17:16,06:02:00 PM,3 stops,9965
IndiGo,2025-07-06,Ahmedabad,Pune,AHM-COC-BHU-GOA-PUN,09:11,12:37,03:26:00 AM,3 stops,9812
Star Air,2019-11-17,Bhubaneswar,Hyderabad,BHU-AHM-IND-HYD,12:05,12:28,12:23:00 AM,2 stops,9228
SpiceJet,2023-08-25,Indore,Jaipur,IND-MUM-VAR-JAI,15:28,07:11,03:43:00 PM,2 stops,12243
Air India,2024-03-23,Surat,Mumbai,SUR-PUN-VAR-MUM,04:03,17:23,01:20:00 PM,2 stops,12046
GoAir,2020-07-16,Guwahati,Cochin,GUW-JAI-CHE-BHU-COC,02:32,21:05,06:33:00 PM,3 stops,9678
Air India,2022-06-02,Cochin,Indore,COC-RAI-VAR-IND,08:19,05:03,08:44:00 PM,2 stops,10361
Air India,2024-02-26,Patna,Delhi,PAT-DEL,22:59,23:11,12:12:00 AM,non-stop,8460
Alliance Air,2020-11-27,Cochin,Nagpur,COC-SUR-NAG,18:00,08:59,02:59:00 PM,1 stop,7729
Akasa Air,2022-04-16,Bhubaneswar,Bangalore,BHU-PUN-BAN,15:46,08:04,04:18:00 PM,1 stop,5019
Vistara,2022-05-23,Kolkata,Nagpur,KOL-CHE-PUN-MUM-NAG,23:36,20:28,08:52:00 PM,3 stops,12338
SpiceJet,2024-10-16,Ahmedabad,Goa,AHM-IND-BHU-GOA,05:36,10:54,05:18:00 AM,2 stops,7815
IndiGo,2021-10-14,Goa,Lucknow,GOA-BAN-NAG-LUC,00:59,01:53,12:54:00 AM,2 stops,9782
Akasa Air,2025-09-27,Pune,Indore,PUN-IND,14:37,23:38,09:01:00 AM,non-stop,9198
GoAir,2022-06-25,Nagpur,Chennai,NAG-DEL-HYD-GUW-CHE,12:56,08:36,07:40:00 PM,3 stops,10163
SpiceJet,2025-11-21,Delhi,Patna,DEL-VAR-KOL-RAI-PAT,20:51,14:51,06:00:00 PM,3 stops,11451
Akasa Air,2025-11-16,Pune,Raipur,PUN-RAI,17:06,02:09,09:03:00 AM,non-stop,5104
Air India,2024-02-11,Chennai,Varanasi,CHE-LUC-KOL-PAT-VAR,14:13,07:13,05:00:00 PM,3 stops,13195
Alliance Air,2019-01-11,Jaipur,Bhubaneswar,JAI-LUC-NAG-KOL-BHU,12:17,20:34,08:17:00 AM,3 stops,10070
Alliance Air,2024-06-05,Guwahati,Kolkata,GUW-BAN-VAR-KOL,17:21,12:41,07:20:00 PM,2 stops,13699
IndiGo,2020-02-24,Ahmedabad,Raipur,AHM-RAI,04:50,07:36,02:46:00 AM,non-stop,10799
Akasa Air,2025-06-25,Ahmedabad,Lucknow,AHM-IND-NAG-LUC,08:34,12:10,03:36:00 AM,2 stops,14600
IndiGo,2024-07-18,Cochin,Kolkata,COC-KOL,19:10,12:41,05:31:00 PM,non-stop,6452
SpiceJet,2025-08-02,Hyderabad,Nagpur,HYD-BHU-NAG,15:21,16:09,12:48:00 AM,1 stop,4494
GoAir,2025-10-15,Bhubaneswar,Kolkata,BHU-DEL-NAG-LUC-KOL,14:53,08:30,05:37:00 PM,3 stops,9548
Akasa Air,2021-02-03,Nagpur,Chennai,NAG-BHU-CHE,08:14,11:12,02:58:00 AM,1 stop,10389
AirAsia India,2025-01-09,Goa,Jaipur,GOA-JAI,02:16,06:48,04:32:00 AM,non-stop,4656
IndiGo,2020-04-04,Raipur,Chennai,RAI-PAT-MUM-CHE,15:17,01:31,10:14:00 AM,2 stops,10215
Akasa Air,2025-12-22,Jaipur,Pune,JAI-VAR-PUN,23:36,14:06,02:30:00 PM,1 stop,6263
Alliance Air,2025-06-10,Varanasi,Cochin,VAR-HYD-COC,08:52,23:26,02:34:00 PM,1 stop,7649
Air India,2020-04-22,Goa,Jaipur,GOA-JAI,11:31,08:25,08:54:00 PM,non-stop,5442
Air India,2024-02-20,Hyderabad,Raipur,HYD-RAI,22:20,23:12,12:52:00 AM,non-stop,11321
Vistara,2022-09-09,Varanasi,Delhi,VAR-DEL,07:43,04:15,08:32:00 PM,non-stop,6126
Akasa Air,2024-01-16,Cochin,Hyderabad,COC-GUW-CHE-HYD,23:20,13:46,02:26:00 PM,2 stops,5299
TruJet,2021-10-10,Indore,Bangalore,IND-COC-PAT-NAG-BAN,12:32,12:01,11:29:00 PM,3 stops,7670
GoAir,2021-05-24,Goa,Surat,GOA-BHU-GUW-KOL-SUR,20:39,07:02,10:23:00 AM,3 stops,14330
GoAir,2024-04-11,Hyderabad,Nagpur,HYD-LUC-PAT-NAG,03:30,15:10,11:40:00 AM,2 stops,6349
Akasa Air,2020-01-02,Pune,Mumbai,PUN-GUW-PAT-DEL-MUM,17:16,15:38,10:22:00 PM,3 stops,14727
SpiceJet,2022-06-25,Chennai,Nagpur,CHE-MUM-SUR-NAG,05:13,08:55,03:42:00 AM,2 stops,8835
SpiceJet,2022-06-09,Varanasi,Lucknow,VAR-COC-MUM-LUC,06:56,12:14,05:18:00 AM,2 stops,6910
GoAir,2024-05-16,Delhi,Mumbai,DEL-PAT-RAI-GUW-MUM,06:19,12:20,06:01:00 AM,3 stops,16133
TruJet,2023-06-02,Kolkata,Chennai,KOL-LUC-CHE,16:30,13:08,08:38:00 PM,1 stop,4930
AirAsia India,2019-01-07,Delhi,Cochin,DEL-PAT-CHE-VAR-COC,23:58,07:50,07:52:00 AM,3 stops,11859
Star Air,2023-08-26,Surat,Delhi,SUR-NAG-HYD-DEL,12:50,10:00,09:10:00 PM,2 stops,6528
GoAir,2020-03-25,Delhi,Guwahati,DEL-BHU-BAN-PUN-GUW,01:40,12:53,11:13:00 AM,3 stops,12171
Alliance Air,2023-11-10,Nagpur,Cochin,NAG-LUC-MUM-HYD-COC,22:15,02:16,04:01:00 AM,3 stops,8761
AirAsia India,2025-10-14,Guwahati,Bangalore,GUW-AHM-CHE-MUM-BAN,03:51,14:10,10:19:00 AM,3 stops,13995
Air India,2020-07-10,Pune,Indore,PUN-VAR-IND,06:31,20:45,02:14:00 PM,1 stop,5111
